source_column,target_column,confidence
category_id,product_id,0.5627075433731079
category_id,order_id,0.5567572116851807
category_id,order_item_id,0.5328616499900818
category_id,seller_id,0.5117836594581604
category_id,price,0.18702784180641174
product_id,product_id,1.0
product_id,seller_id,0.7057886719703674
product_id,order_id,0.6109706163406372
product_id,order_item_id,0.5924343466758728
product_id,price,0.34820690751075745
product_name,product_id,0.5275040864944458
product_name,seller_id,0.30107957124710083
product_name,price,0.2822406589984894
product_name,order_item_id,0.22613127529621124
product_name,order_id,0.21586644649505615
supplier_id,seller_id,0.6781802177429199
supplier_id,order_id,0.654084324836731
supplier_id,product_id,0.6533769965171814
supplier_id,order_item_id,0.5948308706283569
supplier_id,price,0.2871335744857788
unit_price,price,0.724027693271637
unit_price,freight_value,0.4696934223175049
unit_price,product_id,0.2766071856021881
unit_price,seller_id,0.27458077669143677
unit_price,order_item_id,0.19547833502292633
units_in_stock,price,0.4226631224155426
units_in_stock,freight_value,0.41338637471199036
units_in_stock,product_id,0.29036444425582886
units_in_stock,seller_id,0.2801711857318878
units_in_stock,order_id,0.23985856771469116
